"policyID","statecode","county","eq_site_limit","hu_site_limit"
731292,"FL","DUVAL COUNTY",1800,1800
270408,"FL","DUVAL COUNTY",1089469.8,1089469.8
146599,"FL","DUVAL COUNTY",317714.4,317714.4
334837,"FL","DUVAL COUNTY",0,19459.86
713639,"FL","DUVAL COUNTY",0,228885
994148,"FL","DUVAL COUNTY",0,136219.01
311195,"FL","DUVAL COUNTY",0,68572.83
122957,"FL","DUVAL COUNTY",0,13932.33
792909,"FL","DUVAL COUNTY",0,7815.45
354608,"FL","DUVAL COUNTY",0,281704.61
669472,"FL","DUVAL COUNTY",0,359544.05
606218,"FL","DUVAL COUNTY",0,194598.58
997046,"FL","DUVAL COUNTY",0,4944733.28
762150,"FL","DUVAL COUNTY",0,77463.33
598122,"FL","DUVAL COUNTY",0,2140965.72
743490,"FL","DUVAL COUNTY",0,284314.86
354377,"FL","DUVAL COUNTY",0,49381
423012,"FL","DUVAL COUNTY",0,121274.42
193658,"FL","DUVAL COUNTY",0,1176524.82
932158,"FL","DUVAL COUNTY",0,3724.36
145157,"FL","DUVAL COUNTY",0,37409.85
917300,"FL","DUVAL COUNTY",0,6016750.88
139283,"FL","DUVAL COUNTY",0,30805.76
677487,"FL","DUVAL COUNTY",301500,301500
945412,"FL","DUVAL COUNTY",0,4795286.76
360081,"FL","DUVAL COUNTY",0,35137.08
942850,"FL","DUVAL COUNTY",0,1912196.88
788310,"FL","DUVAL COUNTY",0,2201615.46
715861,"FL","DUVAL COUNTY",0,1766100.6
597274,"FL","DUVAL COUNTY",12600000,12600000
568609,"FL","DUVAL COUNTY",42966.9,42966.9
289654,"FL","DUVAL COUNTY",11070000,11070000
280820,"FL","DUVAL COUNTY",531195.3,531195.3
673647,"FL","DUVAL COUNTY",8564400,8564400
327821,"FL","DUVAL COUNTY",0,2581499.51
950932,"FL","DUVAL COUNTY",0,63962.53
998455,"FL","DUVAL COUNTY",0,931874.38
540523,"FL","DUVAL COUNTY",0,931874.38
424217,"FL","DUVAL COUNTY",0,112049.98
699408,"FL","DUVAL COUNTY",0,317042.66
687347,"FL","DUVAL COUNTY",0,164297.41
680327,"FL","DUVAL COUNTY",0,67387.61
597117,"FL","DUVAL COUNTY",0,2012001.49
266549,"FL","DUVAL COUNTY",0,6551680.14
673994,"FL","DUVAL COUNTY",0,616274.9
436373,"FL","DUVAL COUNTY",0,112049.98
835868,"FL","LEON COUNTY",0,0
214893,"FL","LEON COUNTY",235620,235620
649680,"FL","LEON COUNTY",202779,202779
415864,"FL","LEON COUNTY",0,10710000
119912,"FL","LEON COUNTY",1562846.4,1562846.4
595269,"FL","LEON COUNTY",0,2522521.02
767070,"FL","LEON COUNTY",0,488979.75
676536,"FL","LEON COUNTY",2556180,2556180
852629,"FL","LEON COUNTY",1351652.4,1351652.4
389349,"FL","LEON COUNTY",1187910,1187910
152953,"FL","LEON COUNTY",10080000,10080000
955461,"FL","LEON COUNTY",591958.8,591958.8
237748,"FL","LEON COUNTY",1218366,1218366
761602,"FL","LEON COUNTY",4909093.2,4909093.2
896196,"FL","LEON COUNTY",0,43020000
119126,"FL","LEON COUNTY",0,4555425
384059,"FL","LEON COUNTY",0,198572.4
390978,"FL","LEON COUNTY",0,915422.4
274235,"FL","LEON COUNTY",0,813650.4
771305,"FL","LEON COUNTY",0,844952.4
726249,"FL","LEON COUNTY",0,998222.4
593040,"FL","LEON COUNTY",0,850622.4
492618,"FL","LEON COUNTY",0,694652.4
930951,"FL","LEON COUNTY",0,575654.4
481346,"FL","LEON COUNTY",0,466987.5
441607,"FL","LEON COUNTY",0,466987.5
969756,"FL","LEON COUNTY",0,466987.5
260394,"FL","LEON COUNTY",0,570183.3
344306,"FL","LEON COUNTY",0,570183.3
303488,"FL","LEON COUNTY",0,699969.6
420736,"FL","LEON COUNTY",0,570183.3
999074,"FL","LEON COUNTY",0,570183.3
436388,"FL","LEON COUNTY",0,2134252.02
225877,"FL","LEON COUNTY",0,1659252.15
239600,"FL","LEON COUNTY",0,615141.68
372980,"FL","LEON COUNTY",0,88293.33
426550,"FL","LEON COUNTY",0,19440000
668292,"FL","LEON COUNTY",0,56113.2
579643,"FL","LEON COUNTY",0,7070.26
719414,"FL","LEON COUNTY",0,39110.9
909116,"FL","LEON COUNTY",0,485926.81
154943,"FL","LEON COUNTY",0,104710.59
767203,"FL","LEON COUNTY",0,14743.18
969840,"FL","LEON COUNTY",0,352458.2
250163,"FL","LEON COUNTY",0,95253.27
357693,"FL","LEON COUNTY",0,1011727.65
202254,"FL","LEON COUNTY",0,830819.83
891615,"FL","LEON COUNTY",0,265132.6
210155,"FL","LEON COUNTY",0,227476.16
406098,"FL","LEON COUNTY",0,1143025.79
636233,"FL","LEON COUNTY",0,44890.56
660021,"FL","LEON COUNTY",0,31500000
908793,"FL","LEON COUNTY",0,783871.18
285202,"FL","LEON COUNTY",0,325758.61
575821,"FL","LEON COUNTY",0,315480.6
905410,"FL","LEON COUNTY",1192500,1192500
234566,"FL","LEON COUNTY",465300,465300
648800,"FL","LEON COUNTY",99918,99918
118922,"FL","LEON COUNTY",0,54554.94
999511,"FL","LEON COUNTY",0,17010000
460983,"FL","LEON COUNTY",318280.5,318280.5
746058,"FL","LEON COUNTY",141777,141777
914824,"FL","LEON COUNTY",0,4388485.21
828851,"FL","LEON COUNTY",0,8466596.46
215511,"FL","LEON COUNTY",0,2974547.03
689551,"FL","LEON COUNTY",0,99919.64
646941,"FL","LEON COUNTY",0,476968.9
239894,"FL","LEON COUNTY",0,476968.9
601473,"FL","LEON COUNTY",0,476968.9
295575,"FL","LEON COUNTY",0,365843.45
284817,"FL","LEON COUNTY",0,283500
247418,"FL","LEON COUNTY",0,86928.01
956631,"FL","LEON COUNTY",0,4282013.55
274394,"FL","LEON COUNTY",901350,901350
241568,"FL","LEON COUNTY",157500,157500
710879,"FL","LEON COUNTY",97344,97344
389832,"FL","LEON COUNTY",0,493768.44
981075,"FL","LEON COUNTY",0,10171.26
472817,"FL","LEON COUNTY",0,50856.3
270291,"FL","LEON COUNTY",0,3154939.92
625006,"FL","LEON COUNTY",0,6153405.75
730065,"FL","LEON COUNTY",0,3883893.75
127439,"FL","LEON COUNTY",0,7782615
200161,"FL","LEON COUNTY",0,7626264.75
972046,"FL","LEON COUNTY",0,10260000
731927,"FL","LEON COUNTY",0,8004699
189177,"FL","LEON COUNTY",0,3670724.25
805881,"FL","LEON COUNTY",0,759946.5
689675,"FL","LEON COUNTY",0,11520000
147990,"FL","LEON COUNTY",0,6008661
857740,"FL","LEON COUNTY",0,765000
650870,"FL","LEON COUNTY",0,121500
171696,"FL","LEON COUNTY",0,55897.2
173411,"FL","LEON COUNTY",0,241255.8
134855,"FL","LEON COUNTY",0,270000
253880,"FL","LEON COUNTY",0,320625
867210,"FL","LEON COUNTY",0,6384830
201080,"FL","LEON COUNTY",0,9090000
402131,"FL","LEON COUNTY",316205.1,316205.1
974455,"FL","LEON COUNTY",575698.5,575698.5
703811,"FL","LEON COUNTY",532080.9,532080.9
766146,"FL","LEON COUNTY",1296337.5,1296337.5
651977,"FL","LEON COUNTY",538296.3,538296.3
395336,"FL","LEON COUNTY",0,5091357.35
309592,"FL","LEON COUNTY",0,6252544.12
724503,"FL","LEON COUNTY",0,8306951.47
133652,"FL","LEON COUNTY",0,172548.08
932447,"FL","LEON COUNTY",0,172548.08
640925,"FL","LEON COUNTY",0,5267934.85
268779,"FL","LEON COUNTY",0,61830000
234219,"FL","LEON COUNTY",0,1837319.97
776191,"FL","LEON COUNTY",0,24270.08
862405,"FL","LEON COUNTY",0,1518833.82
439550,"FL","LEON COUNTY",609030,609030
610152,"FL","LEON COUNTY",162450,162450
636589,"FL","LEON COUNTY",0,197877.24
663394,"FL","LEON COUNTY",0,12945.24
203390,"FL","LEON COUNTY",0,16643.88
460155,"FL","LEON COUNTY",98354.7,98354.7
202669,"FL","LEON COUNTY",0,9270000
680696,"FL","LEON COUNTY",0,799728.3
932413,"FL","LEON COUNTY",0,581330.11
577961,"FL","LEON COUNTY",0,8505000
402465,"FL","LEON COUNTY",156708,156708
441804,"FL","LEON COUNTY",23728.5,23728.5
427207,"FL","LEON COUNTY",0,971817.66
357789,"FL","LEON COUNTY",0,157192.2
962575,"FL","LEON COUNTY",0,16643.88
481067,"FL","LEON COUNTY",0,190479.96
378030,"FL","LEON COUNTY",0,5016430.95
227970,"FL","LEON COUNTY",390707.1,390707.1
312359,"FL","LEON COUNTY",274538.7,274538.7
622542,"FL","LEON COUNTY",789080.4,789080.4
654076,"FL","LEON COUNTY",1663501.5,1663501.5
799638,"FL","LEON COUNTY",11250000,11250000
301168,"FL","LEON COUNTY",6689700,6689700
704199,"FL","LEON COUNTY",589561.2,589561.2
995995,"FL","LEON COUNTY",325486.8,325486.8
586496,"FL","LEON COUNTY",585852.3,585852.3
166251,"FL","LEON COUNTY",311400,311400
627242,"FL","LEON COUNTY",0,865422
704509,"FL","LEON COUNTY",0,1048482
392017,"FL","LEON COUNTY",0,1048482
744159,"FL","LEON COUNTY",0,7381561.5
452889,"FL","LEON COUNTY",0,4987800
877439,"FL","LEON COUNTY",0,280565.98
636980,"FL","LEON COUNTY",0,2284968.6
996522,"FL","LEON COUNTY",0,78714.47
929753,"FL","LEON COUNTY",0,412716.6
956015,"FL","LEON COUNTY",2583720,2583720
669029,"FL","LEON COUNTY",1572210,1572210
228166,"FL","LEON COUNTY",896400,896400
677953,"FL","LEON COUNTY",634500,634500
401301,"FL","LEON COUNTY",279900,279900
268640,"FL","LEON COUNTY",198990,198990
300856,"FL","LEON COUNTY",49500,49500
933265,"FL","LEON COUNTY",0,113733.18
891070,"FL","LEON COUNTY",0,18630000
511306,"FL","LEON COUNTY",0,201339.27
645925,"FL","LEON COUNTY",1350000,1350000
616982,"FL","LEON COUNTY",1058693.4,1058693.4
719750,"FL","LEON COUNTY",260910,260910
610089,"FL","LEON COUNTY",0,44890.56
629045,"FL","LEON COUNTY",0,46737
685168,"FL","LEON COUNTY",0,274500
578509,"FL","LEON COUNTY",0,202500
775294,"FL","LEON COUNTY",0,332145
210493,"FL","LEON COUNTY",0,252000
914012,"FL","LEON COUNTY",0,193500
852931,"FL","LEON COUNTY",0,22095
727832,"FL","LEON COUNTY",0,7397.28
140749,"FL","LEON COUNTY",0,29589.12
596550,"FL","LEON COUNTY",0,5400000
859377,"FL","LEON COUNTY",1041967.8,1041967.8
584257,"FL","LEON COUNTY",134183.7,134183.7
155589,"FL","LEON COUNTY",0,1506312.72
514183,"FL","LEON COUNTY",0,150434.99
872822,"FL","LEON COUNTY",0,32948.55
651684,"FL","LEON COUNTY",0,52502.87
779165,"FL","LEON COUNTY",0,315360.9
158884,"FL","LEON COUNTY",3177000,3177000
144149,"FL","LEON COUNTY",0,10171.26
383577,"FL","LEON COUNTY",328500,328500
261091,"FL","LEON COUNTY",268021.8,268021.8
444338,"FL","LEON COUNTY",471484.8,471484.8
327171,"FL","LEON COUNTY",291541.5,291541.5
371347,"FL","LEON COUNTY",51300,51300
951686,"FL","LEON COUNTY",0,1346033.42
447162,"FL","LEON COUNTY",0,2909550.78
188345,"FL","LEON COUNTY",0,50501.88
818636,"FL","LEON COUNTY",0,785.58
614898,"FL","LEON COUNTY",0,252.51
669081,"FL","LEON COUNTY",0,9540.37
935876,"FL","LEON COUNTY",0,785.58
468469,"FL","LEON COUNTY",0,252.51
542386,"FL","LEON COUNTY",0,4444.17
395441,"FL","LEON COUNTY",0,252.51
303562,"FL","LEON COUNTY",0,395.04
825549,"FL","LEON COUNTY",0,785.58
970082,"FL","LEON COUNTY",0,252.51
716335,"FL","LEON COUNTY",0,3927.92
254640,"FL","LEON COUNTY",0,785.58
614480,"FL","LEON COUNTY",0,3927.92
738905,"FL","LEON COUNTY",0,785.58
524306,"FL","LEON COUNTY",0,252.51
734078,"FL","LEON COUNTY",0,785.58
427755,"FL","LEON COUNTY",0,395.04
484434,"FL","LEON COUNTY",0,785.58
995789,"FL","LEON COUNTY",0,785.58
105029,"FL","LEON COUNTY",0,49379.61
939080,"FL","LEON COUNTY",0,1571.17
963857,"FL","LEON COUNTY",0,3927.92
269554,"FL","LEON COUNTY",0,3927.92
359282,"FL","LEON COUNTY",0,112226.39
246752,"FL","LEON COUNTY",0,291788.62
204754,"FL","LEON COUNTY",0,3927.92
659602,"FL","LEON COUNTY",0,2244.53
334792,"FL","LEON COUNTY",0,5160489.3
674289,"FL","LEON COUNTY",0,68400
384509,"FL","LEON COUNTY",1613639.7,1613639.7
475176,"FL","LEON COUNTY",706331.7,706331.7
332849,"FL","LEON COUNTY",252000,252000
803588,"FL","LEON COUNTY",207000,207000
230743,"FL","LEON COUNTY",131615.1,131615.1
411740,"FL","LEON COUNTY",448342.2,448342.2
937207,"FL","LEON COUNTY",431728.2,431728.2
848833,"FL","LEON COUNTY",245862,245862
504245,"FL","LEON COUNTY",0,825552
734996,"FL","LEON COUNTY",0,542433.6
230134,"FL","LEON COUNTY",0,1462826.46
816763,"FL","LEON COUNTY",0,51979.21
322162,"FL","LEON COUNTY",0,98532.77
321155,"FL","LEON COUNTY",0,31615.92
613838,"FL","LEON COUNTY",0,89294.77
869481,"FL","LEON COUNTY",0,87130.33
384695,"FL","LEON COUNTY",510632.1,510632.1
983908,"FL","LEON COUNTY",158095.8,158095.8
111917,"FL","LEON COUNTY",136350,136350
176957,"FL","LEON COUNTY",58761,58761
470811,"FL","LEON COUNTY",214473.6,214473.6
352835,"FL","LEON COUNTY",0,280565.98
481615,"FL","FRANKLIN COUNTY",262417.5,262417.5
906547,"FL","FRANKLIN COUNTY",240500.7,240500.7
748767,"FL","FRANKLIN COUNTY",81900,81900
389516,"FL","FRANKLIN COUNTY",0,1523839.68
594771,"FL","FRANKLIN COUNTY",0,14794.56
786732,"FL","FRANKLIN COUNTY",0,6472.62
612028,"FL","FRANKLIN COUNTY",0,233180.63
989756,"FL","FRANKLIN COUNTY",0,932.72
699478,"FL","FRANKLIN COUNTY",0,139908.38
415463,"FL","FRANKLIN COUNTY",0,186544.5
351135,"FL","FRANKLIN COUNTY",0,398768.03
496510,"FL","FRANKLIN COUNTY",0,1707245.07
485677,"FL","LIBERTY COUNTY",217072.8,217072.8
677003,"FL","LIBERTY COUNTY",82800,82800
105608,"FL","LIBERTY COUNTY",558375.3,558375.3
158676,"FL","LIBERTY COUNTY",0,120601.1
777817,"FL","LIBERTY COUNTY",0,24120.22
812774,"FL","LIBERTY COUNTY",0,120601.1
159089,"FL","LIBERTY COUNTY",0,24120.22
786677,"FL","LIBERTY COUNTY",0,120601.1
259373,"FL","LIBERTY COUNTY",0,4824.04
451475,"FL","LIBERTY COUNTY",0,5655.4
882753,"FL","LIBERTY COUNTY",0,61266.78
783377,"FL","LIBERTY COUNTY",0,99911.98
437430,"FL","LIBERTY COUNTY",0,9425.66
827369,"FL","LIBERTY COUNTY",0,514188.54
596250,"FL","LIBERTY COUNTY",0,18851.32
285886,"FL","LIBERTY COUNTY",0,1781913.2
458484,"FL","LIBERTY COUNTY",0,82962.76
486112,"FL","LIBERTY COUNTY",0,116756.58
101338,"FL","LIBERTY COUNTY",0,76347.84
232095,"FL","LIBERTY COUNTY",0,99911.98
342224,"FL","LIBERTY COUNTY",0,11310.79
886136,"FL","LIBERTY COUNTY",0,46007.58
903258,"FL","LIBERTY COUNTY",0,11310.79
520030,"FL","LIBERTY COUNTY",0,1555215.79
277195,"FL","LIBERTY COUNTY",0,35247.88
181268,"FL","LIBERTY COUNTY",0,9316.62
128861,"FL","LIBERTY COUNTY",0,1998000
502760,"FL","LIBERTY COUNTY",0,327935.76
848887,"FL","LIBERTY COUNTY",0,215590.64
548440,"FL","LIBERTY COUNTY",0,215590.64
201566,"FL","LIBERTY COUNTY",0,118426.59
744482,"FL","FRANKLIN COUNTY",0,186160.77
390109,"FL","FRANKLIN COUNTY",0,5584.82
511392,"FL","FRANKLIN COUNTY",0,35370.55
408803,"FL","FRANKLIN COUNTY",0,63294.66
411806,"FL","FRANKLIN COUNTY",0,107973.24
344504,"FL","FRANKLIN COUNTY",0,725180.14
433345,"FL","FRANKLIN COUNTY",0,33667.92
272099,"FL","FRANKLIN COUNTY",0,12945.24
163684,"FL","GADSDEN COUNTY",303846.3,303846.3
719955,"FL","GADSDEN COUNTY",3600,3600
876995,"FL","GADSDEN COUNTY",0,364316.04
743399,"FL","GADSDEN COUNTY",0,65650.86
595305,"FL","GADSDEN COUNTY",0,70274.16
910435,"FL","GADSDEN COUNTY",0,3698.64
131728,"FL","GADSDEN COUNTY",0,42534.36
372630,"FL","GADSDEN COUNTY",2393514,2393514
273180,"FL","GADSDEN COUNTY",272996.1,272996.1
618362,"FL","GADSDEN COUNTY",158070.6,158070.6
653880,"FL","GADSDEN COUNTY",0,55798.73
939368,"FL","GADSDEN COUNTY",0,69411.01
320372,"FL","GADSDEN COUNTY",0,22721.29
695248,"FL","GADSDEN COUNTY",0,1088.6
622358,"FL","GADSDEN COUNTY",0,290034.31
248006,"FL","GADSDEN COUNTY",0,40245.16
717616,"FL","GADSDEN COUNTY",0,38069.9
678182,"FL","GADSDEN COUNTY",0,165731.41
399488,"FL","GADSDEN COUNTY",0,247741.51
739362,"FL","GADSDEN COUNTY",0,39181.7
760498,"FL","GADSDEN COUNTY",0,30150.03
447188,"FL","GADSDEN COUNTY",0,30150.03
255060,"FL","GADSDEN COUNTY",0,3646799.94
964099,"FL","GADSDEN COUNTY",0,611724.85
853251,"FL","GADSDEN COUNTY",0,12009.68
280691,"FL","GADSDEN COUNTY",0,700527.12
436217,"FL","WAKULLA COUNTY",0,434599.2
137690,"FL","WAKULLA COUNTY",1145250,1145250
364869,"FL","WAKULLA COUNTY",364500,364500
622931,"FL","WAKULLA COUNTY",149911.2,149911.2
144721,"FL","WAKULLA COUNTY",0,886748.94
879044,"FL","WAKULLA COUNTY",0,12945.24
293936,"FL","WAKULLA COUNTY",0,42534.36
791778,"FL","WAKULLA COUNTY",0,53630.28
771997,"FL","WAKULLA COUNTY",0,682867.55
610413,"FL","WAKULLA COUNTY",196138.8,196138.8
110834,"FL","WAKULLA COUNTY",433068.3,433068.3
810838,"FL","WAKULLA COUNTY",383581.8,383581.8
501151,"FL","WAKULLA COUNTY",225050.4,225050.4
132290,"FL","WAKULLA COUNTY",393255.9,393255.9
790532,"FL","WAKULLA COUNTY",5400,5400
793536,"FL","WAKULLA COUNTY",54000,54000
252450,"FL","WAKULLA COUNTY",3833100,3833100
390685,"FL","WAKULLA COUNTY",0,864261.45
263106,"FL","WAKULLA COUNTY",0,444451.15
222923,"FL","WAKULLA COUNTY",0,47731.23
478696,"FL","WAKULLA COUNTY",0,1984833.7
644404,"FL","WAKULLA COUNTY",0,13230000
936549,"FL","WAKULLA COUNTY",0,127630.04
726970,"FL","WAKULLA COUNTY",0,16902.49
637467,"FL","WAKULLA COUNTY",0,23809.98
506061,"FL","WAKULLA COUNTY",0,5359.1
405009,"FL","WAKULLA COUNTY",0,550153.38
797729,"FL","WAKULLA COUNTY",0,488174.18
342656,"FL","WAKULLA COUNTY",0,188169.3
808248,"FL","WAKULLA COUNTY",0,12690000
586817,"FL","WAKULLA COUNTY",0,11520000
297047,"FL","WAKULLA COUNTY",0,5906.14
377880,"FL","WAKULLA COUNTY",0,5906.14
960034,"FL","WAKULLA COUNTY",0,15120000
556888,"FL","WAKULLA COUNTY",0,1610021.18
440763,"FL","WAKULLA COUNTY",0,1.8e+07
827514,"FL","WAKULLA COUNTY",0,5747198.77
261396,"FL","WAKULLA COUNTY",0,806147.98
971391,"FL","WAKULLA COUNTY",0,518029.16
329887,"FL","WAKULLA COUNTY",0,1055960.56
790204,"FL","WAKULLA COUNTY",0,3938.02
593181,"FL","WAKULLA COUNTY",0,26255.36
567130,"FL","WAKULLA COUNTY",0,1369436.92
778905,"FL","WAKULLA COUNTY",0,45946.61
565101,"FL","WAKULLA COUNTY",0,6564.12
124465,"FL","WAKULLA COUNTY",0,78766.09
254681,"FL","WAKULLA COUNTY",0,394462.3
730075,"FL","WAKULLA COUNTY",0,206915.16
469022,"FL","WAKULLA COUNTY",0,133510.13
427994,"FL","WAKULLA COUNTY",0,591026.82
904768,"FL","WAKULLA COUNTY",0,149432.81
952446,"FL","WAKULLA COUNTY",0,81925.27
802386,"FL","WAKULLA COUNTY",0,108859.6
443430,"FL","WAKULLA COUNTY",0,112226.39
306353,"FL","WAKULLA COUNTY",0,78558.47
425957,"FL","FRANKLIN COUNTY",38520,38520
984289,"FL","FRANKLIN COUNTY",481496.4,481496.4
841525,"FL","FRANKLIN COUNTY",0,4952.2
671320,"FL","FRANKLIN COUNTY",0,7336.6
790892,"FL","FRANKLIN COUNTY",0,2751.22
387385,"FL","FRANKLIN COUNTY",0,4035.13
485814,"FL","FRANKLIN COUNTY",0,2083511.25
803291,"FL","FRANKLIN COUNTY",0,2759224.39
575869,"FL","FRANKLIN COUNTY",0,2435498.73
274205,"FL","FRANKLIN COUNTY",0,5817930.07
508824,"FL","FRANKLIN COUNTY",0,3176607.79
176891,"FL","FRANKLIN COUNTY",0,227632.5
201277,"FL","FRANKLIN COUNTY",0,551058.75
242745,"FL","FRANKLIN COUNTY",0,891713.25
272543,"FL","FRANKLIN COUNTY",0,137945.3
354967,"FL","FRANKLIN COUNTY",0,374100.6
417685,"FL","FRANKLIN COUNTY",0,0
216543,"FL","GADSDEN COUNTY",128468.7,128468.7
547186,"FL","GADSDEN COUNTY",0,60316.93
766555,"FL","GADSDEN COUNTY",0,5622.76
340437,"FL","GADSDEN COUNTY",0,29647.3
960468,"FL","GADSDEN COUNTY",0,30669.62
578597,"FL","GADSDEN COUNTY",0,2555.8
316406,"FL","GADSDEN COUNTY",0,2453.57
730243,"FL","GADSDEN COUNTY",0,1022.32
340294,"FL","GADSDEN COUNTY",0,392619.23
348693,"FL","GADSDEN COUNTY",0,920.09
198785,"FL","GADSDEN COUNTY",0,33736.59
296809,"FL","GADSDEN COUNTY",0,4261184.27
466837,"FL","GADSDEN COUNTY",0,4123263.01
931973,"FL","GADSDEN COUNTY",0,748884.31
478208,"FL","GADSDEN COUNTY",0,1780690.52
327460,"FL","GADSDEN COUNTY",0,17626.12
755449,"FL","GADSDEN COUNTY",0,119767.26
246887,"FL","GADSDEN COUNTY",0,1396441
790477,"FL","MADISON COUNTY",202500,202500
807314,"FL","MADISON COUNTY",718832.7,718832.7
852868,"FL","MADISON COUNTY",0,234965.55
757484,"FL","MADISON COUNTY",0,287893.1
539258,"FL","MADISON COUNTY",0,51983.53
125300,"FL","MADISON COUNTY",0,51983.53
515247,"FL","MADISON COUNTY",0,103967.06
362625,"FL","MADISON COUNTY",0,62380.23
441367,"FL","MADISON COUNTY",0,36388.47
428148,"FL","MADISON COUNTY",0,201653.06
251047,"FL","GADSDEN COUNTY",0,561595.44
613819,"FL","GADSDEN COUNTY",0,519111.96
494107,"FL","GADSDEN COUNTY",0,11222.64
634777,"FL","GADSDEN COUNTY",0,11222.64
984559,"FL","GADSDEN COUNTY",0,336679.17
388907,"FL","GADSDEN COUNTY",0,1127875.23
444433,"FL","GADSDEN COUNTY",0,16803
136473,"FL","GADSDEN COUNTY",0,16803
928946,"FL","GADSDEN COUNTY",0,3384873
276598,"FL","GADSDEN COUNTY",0,4465811.25
957251,"FL","GADSDEN COUNTY",0,2061877.5
437315,"FL","GADSDEN COUNTY",0,3121159.5
880804,"FL","GADSDEN COUNTY",0,5400
278989,"FL","GADSDEN COUNTY",0,14580
223853,"FL","GADSDEN COUNTY",0,14850
526575,"FL","GADSDEN COUNTY",0,900
914254,"FL","GADSDEN COUNTY",0,324450
485361,"FL","GADSDEN COUNTY",0,324450
689055,"FL","GADSDEN COUNTY",0,0
662290,"FL","GADSDEN COUNTY",310797.9,310797.9
311286,"FL","GADSDEN COUNTY",0,33752.08
830307,"FL","GADSDEN COUNTY",0,23433.58
886048,"FL","GADSDEN COUNTY",0,5978.94
100316,"FL","GADSDEN COUNTY",0,112828.37
302424,"FL","GADSDEN COUNTY",0,10125.62
902058,"FL","GADSDEN COUNTY",0,27966.01
465430,"FL","GADSDEN COUNTY",0,35680.77
704037,"FL","GADSDEN COUNTY",0,94505.81
465920,"FL","GADSDEN COUNTY",0,17358.21
485918,"FL","GADSDEN COUNTY",0,75218.91
211655,"FL","GADSDEN COUNTY",0,51110.29
461546,"FL","GADSDEN COUNTY",0,2516.94
956939,"FL","GADSDEN COUNTY",0,1058.85
223206,"FL","GADSDEN COUNTY",0,29786.69
808184,"FL","GADSDEN COUNTY",0,21697.76
263920,"FL","GADSDEN COUNTY",0,86791.05
481056,"FL","GADSDEN COUNTY",0,3857.38
885148,"FL","GADSDEN COUNTY",0,8486.24
639151,"FL","GADSDEN COUNTY",0,109935.34
939684,"FL","GADSDEN COUNTY",0,38573.8
730817,"FL","GADSDEN COUNTY",0,148509.14
881633,"FL","GADSDEN COUNTY",0,591143.52
351383,"FL","GADSDEN COUNTY",0,831265.43
194298,"FL","GADSDEN COUNTY",0,3858.34
892232,"FL","GADSDEN COUNTY",0,3857.38
332022,"FL","GADSDEN COUNTY",0,55932.01
568246,"FL","GADSDEN COUNTY",0,99327.54
363008,"FL","GADSDEN COUNTY",0,14465.18
463483,"FL","GADSDEN COUNTY",0,95470.16
679828,"FL","GADSDEN COUNTY",0,70397.19
958563,"FL","GADSDEN COUNTY",0,39538.15
349028,"FL","GADSDEN COUNTY",0,3311903.58
483460,"FL","GADSDEN COUNTY",0,812609.53
267578,"FL","GADSDEN COUNTY",0,1823173.99
951972,"FL","GADSDEN COUNTY",0,503293.64
230094,"FL","GADSDEN COUNTY",0,1328829
107453,"FL","GADSDEN COUNTY",0,2069939.74
310848,"FL","GADSDEN COUNTY",0,407027.89
480667,"FL","GADSDEN COUNTY",0,740297.22
376972,"FL","GADSDEN COUNTY",0,381899.36
329020,"FL","GADSDEN COUNTY",0,40942.09
687753,"FL","GADSDEN COUNTY",0,13059.88
839888,"FL","GADSDEN COUNTY",0,256496.92
248834,"FL","GADSDEN COUNTY",581445,581445
462344,"FL","LIBERTY COUNTY",0,235641.47
583299,"FL","LIBERTY COUNTY",0,10260000
460519,"FL","LIBERTY COUNTY",0,251921.42
733735,"FL","LIBERTY COUNTY",0,79083
267190,"FL","LIBERTY COUNTY",0,83583
408444,"FL","MADISON COUNTY",149040,149040
941525,"FL","MADISON COUNTY",148140,148140
701341,"FL","MADISON COUNTY",124710.3,124710.3
670477,"FL","MADISON COUNTY",31734,31734
569296,"FL","MADISON COUNTY",27000,27000
186507,"FL","MADISON COUNTY",0,367090.02
141517,"FL","MADISON COUNTY",0,129452.4
424714,"FL","MADISON COUNTY",0,403151.76
569209,"FL","MADISON COUNTY",0,142397.64
950233,"FL","MADISON COUNTY",0,2370073.5
484152,"FL","MADISON COUNTY",0,936980.55
196725,"FL","MADISON COUNTY",0,1486708.65
124654,"FL","MADISON COUNTY",0,3962224.8
911722,"FL","MADISON COUNTY",0,227420.1
765060,"FL","MADISON COUNTY",0,18000
688938,"FL","MADISON COUNTY",0,27000
273297,"FL","MADISON COUNTY",0,70272
248817,"FL","MADISON COUNTY",0,70272
226968,"FL","MADISON COUNTY",0,126219.15
840749,"FL","MADISON COUNTY",1252350.9,1252350.9
599513,"FL","MADISON COUNTY",0,12524.59
352034,"FL","MADISON COUNTY",0,12524.59
459881,"FL","MADISON COUNTY",0,88658.9
596506,"FL","MADISON COUNTY",0,17310.01
419655,"FL","MADISON COUNTY",0,17732.92
823571,"FL","MADISON COUNTY",0,48250.47
700978,"FL","MADISON COUNTY",0,42218.21
425548,"FL","MADISON COUNTY",0,53195.91
416477,"FL","MADISON COUNTY",0,921079.51
997627,"FL","MADISON COUNTY",0,8865.99
904796,"FL","MADISON COUNTY",0,343856.98
