"policyID","fl_site_limit","fr_site_limit","tiv_2011"
226217,3645000,3645000,3645000
289192,101700,101700,101700
868952,0,0,4719464.64
736360,0,0,85993.38
298047,0,0,118356.48
394353,0,0,168288.12
459263,0,0,145171.62
848273,0,0,3273575.78
172518,7038737.1,0,7038737.1
651235,1800000,1800000,1800000
533310,63000,63000,63000
743164,800460,800460,800460
650324,4502306.7,4502306.7,4502306.7
258813,0,0,18720000
245373,0,0,1117513.9
408523,0,0,904391.3
705100,0,0,693920.53
826657,0,0,1209120.66
714243,0,0,3016751.8
570538,0,0,1259603.69
541092,0,0,528145.88
177124,55368,55368,55368
878737,289168.2,289168.2,289168.2
996578,2388050.1,2388050.1,2388050.1
352325,0,0,1228270.59
740265,0,0,3101944.95
116489,0,0,1618932.04
561995,0,0,227834.3
883007,0,0,92154.59
311356,0,0,35580.92
979963,0,0,83111.39
660172,0,0,910695.41
916239,0,0,1207200.9
122198,0,0,114424.26
429542,0,0,83111.39
802577,0,0,63536.89
229846,0,0,50777.64
188388,0,0,5736771.4
448897,0,0,336149.95
936035,0,0,34656.49
651786,0,0,594126.51
203663,0,0,923174.29
966508,0,0,92025.64
162022,0,0,202007.5
521610,0,0,181806.75
408036,0,0,83916.16
877870,0,0,74630.55
490040,0,0,27719.92
412228,0,0,306826.95
883565,0,0,269904.47
327786,0,0,22894.18
292491,0,0,210424.48
248762,0,0,101003.75
660128,0,0,587392.93
405176,0,0,479318.92
349794,0,0,270128.92
874577,0,0,8031818.35
207390,0,0,32433.43
948982,0,0,118398.84
113716,0,0,659778.95
432759,0,0,74855
907539,0,0,82823.08
323619,0,0,10549.28
980073,0,0,107063.98
116742,0,0,127938.09
319111,0,0,193702.75
516563,0,0,22333.05
704912,0,0,102911.6
454283,0,0,1234490.3
500509,0,0,2482537.55
905455,0,0,78558.47
590174,0,0,78558.47
318475,0,0,67335.83
850891,0,0,39279.24
663418,0,0,39279.24
446801,0,0,39279.24
466917,0,0,39279.24
121539,0,0,39279.24
883726,0,0,39279.24
290003,0,0,39279.24
547736,0,0,67335.83
893057,0,0,108074.01
550664,0,0,481002.31
714922,0,0,1234490.3
876452,0,0,78558.47
221125,0,0,78558.47
111887,0,0,78558.47
161952,0,0,78558.47
824545,0,0,78558.47
585834,0,0,410647.59
598171,0,0,561131.96
539630,0,0,183602.38
777870,4005000,4005000,4005000
610302,0,0,22950000
756174,0,0,606720.49
417098,0,0,584502.29
607605,0,0,363290.97
284458,0,0,1371580.44
590531,0,0,172457.17
668701,0,0,735232.67
230665,0,0,517407.07
173785,0,0,652494.39
571655,1671296.4,1671296.4,1671296.4
497785,4118512.5,4118512.5,4118512.5
642263,1124829.9,1124829.9,1124829.9
738701,991755.9,991755.9,991755.9
944687,840408.3,840408.3,840408.3
443573,379557,379557,379557
128317,362026.8,362026.8,362026.8
312304,236504.7,236504.7,236504.7
291829,144078.3,144078.3,144078.3
772515,127242,127242,127242
259909,79132.5,79132.5,79132.5
549496,47982.6,47982.6,47982.6
831391,47914.2,47914.2,47914.2
869653,46644.3,46644.3,46644.3
894582,28644.3,28644.3,28644.3
258825,25255.8,25255.8,25255.8
806102,14771.7,14771.7,14771.7
487762,10452.6,10452.6,10452.6
790960,10174.5,10174.5,10174.5
161239,8278.2,8278.2,8278.2
716478,6129.9,6129.9,6129.9
200216,5974.2,5974.2,5974.2
783004,0,259308,259308
110372,0,237600,237600
526075,0,0,1341978.27
686388,0,0,4365675.12
101908,0,0,496742.95
611064,0,0,56024.99
846194,0,0,5189487.74
155343,0,0,496742.95
717219,0,0,70115.2
206586,0,0,168074.97
214954,0,0,404026.38
722469,0,0,1407358.56
266906,0,0,1483300.55
457476,0,0,2008160.75
261774,0,0,1037001.04
153043,0,0,53870.18
795468,0,0,76316.09
372334,0,0,314242.74
176121,0,0,725751.09
272293,0,0,53870.18
775400,0,0,36581.85
754497,0,0,3699704.48
213607,0,0,2391038.09
623727,0,0,2391038.09
709120,0,0,1544212.1
133602,0,0,978475.41
531330,0,0,587899.95
740999,0,0,72585.08
852070,0,0,570548.43
407965,0,0,570548.43
657869,0,0,1738600.33
388445,0,0,56024.99
111008,0,0,1801655.88
487575,0,0,65462.25
906206,0,0,12240000
120496,0,0,10890000
720724,0,0,254725.24
583115,900,900,900
121447,0,0,1496688.83
907333,0,0,1496688.83
676845,0,0,1496688.83
583587,0,0,1496688.83
803432,0,0,1496688.83
705506,0,0,1496688.83
127212,0,0,983746.59
286815,0,0,983746.59
377949,0,0,983746.59
308007,0,0,983746.59
695070,0,0,983746.59
235285,0,0,983746.59
320627,0,0,983746.59
437361,0,0,981620.06
510407,0,0,981620.06
996866,0,0,981620.06
999728,0,0,981620.06
198381,0,9990000,9990000
746777,0,13590000,13590000
144396,0,3697776.9,3697776.9
263732,0,5024838.6,5024838.6
696203,0,17910000,17910000
200041,0,18270000,18270000
127791,0,0,5547.96
945454,0,0,821098.08
918783,0,0,6626113.56
515966,0,0,107260.56
430825,0,11700000,11700000
190906,0,10260000,10260000
166568,0,0,933212.92
353031,7705083.6,7705083.6,7705083.6
551567,956053.8,956053.8,956053.8
133628,850447.8,850447.8,850447.8
441954,0,0,1429542.9
747072,0,0,96675.3
701430,0,0,345768.3
420763,0,0,198602.1
618391,0,0,356262.3
214094,0,0,148247.1
253272,0,0,17640000
836769,35550000,35550000,35550000
396418,0,741053.7,741053.7
212363,0,237600,237600
246838,0,1177364.7,1177364.7
758281,0,0,1329352.28
551473,0,0,1163649.74
999148,3765545.1,3765545.1,3765545.1
983276,524371.5,524371.5,524371.5
751862,0,0,10203.08
347062,0,0,39600000
894809,0,0,3548721.64
762476,0,0,2978335.72
747976,0,0,1952160.89
685314,1135755.9,1135755.9,1135755.9
387815,0,0,679476.63
991621,620208,620208,620208
998347,0,0,615141.68
996182,1384.2,1384.2,1384.2
840804,398637,398637,398637
783604,0,0,3649968.1
253701,0,0,1253729.71
840979,0,0,1299082.42
861594,0,0,1552560.58
779435,0,0,1090328.85
900859,141458.4,141458.4,141458.4
186330,1741945.5,1741945.5,1741945.5
512609,1545528.6,1545528.6,1545528.6
432937,0,0,115126.11
412242,215055,215055,215055
597608,0,0,390014.19
213466,0,0,390014.19
517820,0,0,688.18
980965,0,0,688.18
191055,0,0,688.18
510055,0,0,688.18
843311,0,0,688.18
816735,0,0,688.18
337433,0,0,688.18
623083,0,0,688.18
528326,0,0,688.18
334012,0,0,688.18
531464,0,0,688.18
128205,0,0,688.18
982934,0,0,688.18
366858,0,0,688.18
917861,0,0,688.18
210083,0,0,688.18
586410,0,0,688.18
237321,0,0,688.18
910610,0,0,688.18
617475,0,0,688.18
902121,0,0,688.18
182262,0,0,688.18
945617,0,0,688.18
156266,0,0,688.18
588078,0,0,298400.76
688316,0,0,2562308.64
382076,0,0,1133292.06
121582,0,0,2984103.18
563196,0,0,1243400.22
643286,0,0,2984103.18
142017,0,0,2984103.18
879091,0,0,983327.04
337675,0,0,886886.82
379732,0,0,1993416.48
932035,0,0,13950000
312404,4784256.9,4784256.9,4784256.9
747081,0,0,994701.06
901144,1102515.3,1102515.3,1102515.3
196907,1085788.8,1085788.8,1085788.8
388423,0,0,2049139.62
856044,0,0,1966654.08
539127,0,0,1946199.96
700397,0,0,437660.82
661275,0,0,1094199.84
139221,0,0,954461.88
937181,0,0,839957.04
543206,0,0,1970955.18
341736,0,0,664472.16
754850,0,0,2217360.42
866762,0,0,392642.64
356525,0,0,392642.64
871304,1433.7,1433.7,1433.7
758309,1911.6,1911.6,1911.6
803289,5734.8,5734.8,5734.8
922786,2389.5,2389.5,2389.5
549990,11469.6,11469.6,11469.6
168802,0,0,382.32
546453,0,0,141543.79
813885,0,0,2097.98
353826,1433.7,1433.7,1433.7
938192,14337,14337,14337
302211,5734.8,5734.8,5734.8
331518,0,0,68084.5
631541,0,0,4970.16
373350,0,0,4970.16
840399,2867.4,2867.4,2867.4
107484,0,0,191355.94
134321,19116,19116,19116
245082,1911.6,1911.6,1911.6
895779,0,0,244498.42
614634,2867.4,2867.4,2867.4
731255,0,0,125171.57
870031,0,0,76918.96
240901,0,0,2102.76
663297,0,0,1027.49
191014,0,0,649.94
325852,0,0,1051.38
121870,0,0,2102.76
751791,0,0,2102.76
273278,0,0,86838.25
381736,0,0,77119.68
625288,0,0,2102.76
315535,2389.5,2389.5,2389.5
774751,0,0,860.22
328683,0,0,3058.56
423065,0,0,2962.98
213789,0,0,1529.28
844864,0,0,2198.34
662432,0,0,2198.34
776510,0,0,2198.34
375098,0,0,81354.83
161060,0,0,3154.14
465293,0,0,2198.34
704983,0,0,3333.63
378969,0,0,1242.54
983689,0,0,81354.83
541087,0,0,52254.54
525184,0,0,2392.96
864811,0,0,2289.14
312073,0,0,1257.73
830827,0,0,3154.14
603600,0,0,2289.14
830638,0,0,2289.14
755799,0,0,716.85
414134,0,0,716.85
733306,1467832.5,1467832.5,1467832.5
483113,1514649.6,1514649.6,1514649.6
201599,0,0,2088233.01
115553,0,0,2124297.87
188952,0,0,4063999.89
923142,0,0,7363837.48
394238,0,0,2642362.4
884711,0,0,5254482.72
463999,0,0,5733631.88
575587,0,0,8397098.06
971233,0,0,10890000
735553,0,0,15120000
827885,0,0,863419.34
842735,0,0,70139.81
542544,0,0,673358.35
489799,3324883.5,3324883.5,3324883.5
179917,0,5670000,5670000
743678,0,0,848093.23
598714,15750000,15750000,15750000
895885,131367.6,131367.6,131367.6
313786,2383784.1,2383784.1,2383784.1
535248,2288979,2288979,2288979
706708,850567.5,850567.5,850567.5
771872,602343,602343,602343
413294,28800,28800,28800
408522,0,3600000,3600000
971371,13278.6,13278.6,13278.6
340752,222997.5,222997.5,222997.5
348885,0,0,16200000
889842,0,0,77463.33
606357,0,0,128357.35
738016,0,0,11971.15
231530,0,0,53193.48
223769,0,15840000,15840000
242550,0,15300000,15300000
649523,0,6947613.9,6947613.9
732806,0,11700000,11700000
506127,0,4861772.1,4861772.1
682614,0,4699194.3,4699194.3
383061,0,0,12945.24
394483,0,0,574213.86
100734,0,0,797981.58
233198,0,0,1778121.18
407586,0,0,2610315.18
777849,0,2616787.8,2616787.8
368612,0,0,122055.12
127678,1187910,1187910,1187910
120313,0,0,576523.8
381935,0,0,2252931.46
143107,0,0,734882.56
805832,0,0,2905846.98
687756,0,0,1203100.78
349748,0,0,1321690
169703,0,0,3094355.74
160845,0,0,1060569.25
114716,0,0,2531898.65
639372,0,0,1586177.64
962341,0,0,1681946.86
300088,0,0,10774.04
447463,0,0,974152.49
837999,0,0,38718.1
296462,0,0,19078.49
921167,0,0,56113.2
609153,0,0,310579.8
375107,0,0,43759.31
566456,0,0,74618.21
910667,0,0,561131.96
822256,0,0,28056.6
306936,138870,138870,138870
176160,0,0,623220.84
409658,0,0,168288.12
413864,0,0,35137.08
445152,0,0,1849.32
168986,0,0,3857681.52
288291,0,92466,92466
180190,0,92466,92466
668451,0,0,162740.16
614810,0,0,216370.44
502082,0,0,1849.32
706039,0,0,260754.12
306321,0,0,1059660.36
373798,0,0,1175242.86
469052,0,0,1175242.86
481459,0,138699,138699
390921,0,0,35137.08
196529,0,0,52705.62
740303,0,0,304213.14
538916,0,0,565891.92
994961,5976,5976,5976
409875,3582,3582,3582
312502,18315,18315,18315
972492,94077,94077,94077
973803,33093,33093,33093
392941,18018,18018,18018
483132,2034,2034,2034
941267,3582,3582,3582
979434,2205,2205,2205
395199,3312,3312,3312
935112,11673,11673,11673
328328,1656,1656,1656
988479,36036,36036,36036
938390,3861,3861,3861
531723,74331,74331,74331
390295,74331,74331,74331
800333,1836,1836,1836
896027,4131,4131,4131
159053,11952,11952,11952
850624,4599,4599,4599
501210,57249,57249,57249
206613,24480,24480,24480
215176,74331,74331,74331
348557,74331,74331,74331
449758,74331,74331,74331
149149,74331,74331,74331
630004,74331,74331,74331
400230,74331,74331,74331
820739,6984,6984,6984
392800,270,270,270
331634,1836,1836,1836
289487,21330,21330,21330
944227,8280,8280,8280
309870,2718,2718,2718
781075,2304,2304,2304
138800,13680000,13680000,13680000
238602,55836,55836,55836
766085,27324,27324,27324
742674,8523,8523,8523
539986,5022,5022,5022
970167,13680,13680,13680
790549,140121,140121,140121
726087,173484,173484,173484
466491,5796,5796,5796
137084,14895,14895,14895
770955,48906,48906,48906
296576,270,270,270
375634,179343,179343,179343
666525,1359,1359,1359
885400,5058,5058,5058
294715,34560,34560,34560
121406,46332,46332,46332
667352,163251,163251,163251
221935,33093,33093,33093
420569,33876,33876,33876
121608,74331,74331,74331
219338,172359,172359,172359
656313,6903,6903,6903
719612,14580000,14580000,14580000
622576,43407,43407,43407
288272,42867,42867,42867
483654,405891,405891,405891
206575,2709,2709,2709
431741,459,459,459
574975,51471,51471,51471
916215,1107,1107,1107
250085,3861,3861,3861
498521,74331,74331,74331
437546,74331,74331,74331
336215,74331,74331,74331
850733,74331,74331,74331
779536,74331,74331,74331
806053,74331,74331,74331
215624,27090000,27090000,27090000
615260,4935573,4935573,4935573
495971,3530205,3530205,3530205
514202,81540,81540,81540
538761,14688,14688,14688
213484,9414,9414,9414
143092,13680,13680,13680
708325,2754,2754,2754
155509,29421,29421,29421
746709,39987,39987,39987
819848,1359,1359,1359
309835,3681,3681,3681
139184,57546,57546,57546
290655,13788,13788,13788
827012,20790000,20790000,20790000
318336,43407,43407,43407
258417,3177,3177,3177
701302,22887,22887,22887
142034,31437,31437,31437
328942,0,0,32021.51
347135,0,0,504770.4
909114,0,0,464794.2
563415,0,0,527901.3
279517,0,0,2883624.15
556606,831498.3,831498.3,831498.3
651400,0,0,1482427.8
727059,0,0,390150
696150,0,3594600,3594600
617858,0,0,1798427.92
435154,0,0,152627.89
526134,0,0,28056.6
168517,0,0,56113.2
338250,0,0,101003.75
183015,0,0,33937.26
153278,0,0,3030.11
805805,0,0,80803
123298,0,0,71824.89
220620,0,0,24689.81
111828,0,0,15655.58
809267,0,0,19785.51
100832,0,0,19639.62
833501,0,0,847275.58
855220,0,0,657160.71
780279,0,0,670317.01
736500,0,0,996907.03
769111,0,0,5050187.6
552700,0,0,78558.47
261355,0,0,219963.73
232697,0,0,114470.92
871943,0,0,40401.5
902178,0,0,109981.86
642392,0,0,40401.5
879254,0,0,860403.83
662332,0,0,57235.46
322056,0,0,35912.45
412153,0,0,1771778.68
661157,0,0,1320490.38
340623,0,0,125099.09
316160,0,0,15753.22
436138,0,0,19459.86
117516,0,0,72279.47
648515,0,0,50966.3
845348,2812770,2812770,2812770
369196,252000,252000,252000
524989,834088.5,834088.5,834088.5
731292,1800,1800,1800
270408,1089469.8,1089469.8,1089469.8
146599,0,0,317714.4
334837,0,0,19459.86
713639,0,0,228885
994148,0,0,136219.01
311195,0,0,68572.83
122957,0,0,13932.33
792909,0,0,7815.45
354608,0,0,281704.61
669472,0,0,359544.05
606218,0,0,194598.58
997046,0,0,4944733.28
762150,0,0,77463.33
598122,0,0,2140965.72
743490,0,0,284314.86
354377,0,0,49381
423012,0,0,121274.42
193658,0,0,1176524.82
932158,0,0,3724.36
145157,0,0,37409.85
917300,0,0,6016750.88
139283,0,0,30805.76
677487,301500,301500,301500
945412,0,0,4795286.76
360081,0,0,35137.08
942850,0,0,1912196.88
788310,0,0,2201615.46
715861,0,1766100.6,1766100.6
597274,12600000,12600000,12600000
568609,42966.9,42966.9,42966.9
289654,11070000,11070000,11070000
280820,0,0,531195.3
673647,8564400,8564400,8564400
327821,0,0,2581499.51
950932,0,0,63962.53
998455,0,0,931874.38
540523,0,0,931874.38
424217,0,0,112049.98
699408,0,0,317042.66
687347,0,0,164297.41
680327,0,0,67387.61
597117,0,0,2012001.49
266549,0,0,6551680.14
673994,0,0,616274.9
436373,0,0,112049.98
835868,36000,0,36000
214893,235620,235620,235620
649680,202779,202779,202779
415864,0,0,10710000
119912,1562846.4,1562846.4,1562846.4
595269,0,0,2522521.02
767070,0,0,488979.75
676536,2556180,2556180,2556180
852629,1351652.4,1351652.4,1351652.4
389349,1187910,1187910,1187910
152953,0,0,10080000
955461,0,0,591958.8
237748,0,0,1218366
761602,0,0,4909093.2
896196,0,0,43020000
119126,0,0,4555425
384059,0,198572.4,198572.4
390978,0,915422.4,915422.4
274235,0,813650.4,813650.4
771305,0,844952.4,844952.4
726249,0,998222.4,998222.4
593040,0,850622.4,850622.4
492618,0,694652.4,694652.4
930951,0,575654.4,575654.4
481346,0,466987.5,466987.5
441607,0,466987.5,466987.5
969756,0,466987.5,466987.5
260394,0,570183.3,570183.3
344306,0,570183.3,570183.3
303488,0,699969.6,699969.6
420736,0,570183.3,570183.3
999074,0,570183.3,570183.3
436388,0,0,2134252.02
225877,0,0,1659252.15
239600,0,0,615141.68
372980,0,0,88293.33
426550,0,0,19440000
668292,0,0,56113.2
579643,0,0,7070.26
719414,0,0,39110.9
909116,0,0,485926.81
154943,0,0,104710.59
767203,0,0,14743.18
969840,0,0,352458.2
250163,0,0,95253.27
357693,0,0,1011727.65
202254,0,0,830819.83
891615,0,0,265132.6
210155,0,0,227476.16
406098,0,0,1143025.79
636233,0,0,44890.56
660021,0,0,31500000
908793,0,0,783871.18
285202,0,0,325758.61
575821,0,0,315480.6
905410,1192500,1192500,1192500
234566,465300,465300,465300
648800,99918,99918,99918
118922,0,0,54554.94
999511,0,0,17010000
460983,0,0,318280.5
746058,0,0,141777
914824,0,0,4388485.21
828851,0,0,8466596.46
215511,0,0,2974547.03
689551,0,0,99919.64
646941,0,0,476968.9
239894,0,0,476968.9
601473,0,0,476968.9
295575,0,0,365843.45
284817,0,283500,283500
247418,0,0,86928.01
956631,0,0,4282013.55
274394,901350,901350,901350
241568,157500,157500,157500
710879,97344,97344,97344
389832,0,0,493768.44
981075,0,0,10171.26
472817,0,50856.3,50856.3
270291,0,0,3154939.92
625006,0,0,6153405.75
730065,0,0,3883893.75
127439,0,7782615,7782615
200161,0,0,7626264.75
972046,0,0,10260000
731927,0,8004699,8004699
189177,0,0,3670724.25
805881,0,759946.5,759946.5
689675,0,11520000,11520000
147990,0,6008661,6008661
857740,0,765000,765000
650870,0,121500,121500
171696,0,55897.2,55897.2
173411,0,241255.8,241255.8
134855,0,270000,270000
253880,0,320625,320625
867210,0,0,6384830
201080,0,9090000,9090000
402131,0,0,316205.1
974455,0,0,575698.5
703811,0,0,532080.9
766146,0,0,1296337.5
651977,0,0,538296.3
395336,0,0,5091357.35
309592,0,0,6252544.12
724503,0,0,8306951.47
133652,0,0,172548.08
932447,0,0,172548.08
640925,0,0,5267934.85
268779,0,0,61830000
234219,0,0,1837319.97
776191,0,0,24270.08
862405,0,0,1518833.82
439550,609030,609030,609030
610152,162450,162450,162450
636589,0,0,197877.24
663394,0,0,12945.24
203390,0,0,16643.88
460155,0,0,98354.7
202669,0,0,9270000
680696,0,0,799728.3
932413,0,0,581330.11
577961,0,8505000,8505000
402465,156708,156708,156708
441804,23728.5,23728.5,23728.5
427207,0,0,971817.66
357789,0,157192.2,157192.2
962575,0,0,16643.88
481067,0,0,190479.96
378030,0,0,5016430.95
227970,0,0,390707.1
312359,0,0,274538.7
622542,0,0,789080.4
654076,1663501.5,1663501.5,1663501.5
799638,11250000,11250000,11250000
301168,6689700,6689700,6689700
704199,589561.2,589561.2,589561.2
995995,325486.8,325486.8,325486.8
586496,585852.3,585852.3,585852.3
166251,311400,311400,311400
627242,0,865422,865422
704509,0,1048482,1048482
392017,0,1048482,1048482
744159,0,7381561.5,7381561.5
452889,0,4987800,4987800
877439,0,0,280565.98
636980,0,2284968.6,2284968.6
996522,0,0,78714.47
929753,0,0,412716.6
956015,2583720,2583720,2583720
669029,1572210,1572210,1572210
228166,896400,896400,896400
677953,634500,634500,634500
401301,279900,279900,279900
268640,198990,198990,198990
300856,49500,49500,49500
933265,0,0,113733.18
891070,0,0,18630000
511306,0,0,201339.27
645925,1350000,1350000,1350000
616982,1058693.4,1058693.4,1058693.4
719750,260910,260910,260910
610089,0,0,44890.56
629045,0,46737,46737
685168,0,274500,274500
578509,0,202500,202500
775294,0,332145,332145
210493,0,252000,252000
914012,0,193500,193500
852931,0,22095,22095
727832,0,0,7397.28
140749,0,0,29589.12
596550,0,5400000,5400000
859377,0,0,1041967.8
584257,0,0,134183.7
155589,0,0,1506312.72
514183,0,0,150434.99
872822,0,0,32948.55
651684,0,0,52502.87
779165,0,0,315360.9
158884,3177000,3177000,3177000
144149,0,0,10171.26
383577,328500,328500,328500
261091,0,0,268021.8
444338,0,0,471484.8
327171,0,0,291541.5
371347,51300,51300,51300
951686,0,0,1346033.42
447162,0,0,2909550.78
188345,0,0,50501.88
818636,0,0,785.58
614898,0,0,252.51
669081,0,0,9540.37
935876,0,0,785.58
468469,0,0,252.51
542386,0,0,4444.17
395441,0,0,252.51
303562,0,0,395.04
825549,0,0,785.58
970082,0,0,252.51
716335,0,0,3927.92
254640,0,0,785.58
614480,0,0,3927.92
738905,0,0,785.58
524306,0,0,252.51
734078,0,0,785.58
427755,0,0,395.04
484434,0,0,785.58
995789,0,0,785.58
105029,0,0,49379.61
939080,0,0,1571.17
963857,0,0,3927.92
269554,0,0,3927.92
359282,0,0,112226.39
246752,0,0,291788.62
204754,0,0,3927.92
659602,0,0,2244.53
334792,0,0,5160489.3
674289,0,68400,68400
384509,1613639.7,1613639.7,1613639.7
475176,706331.7,706331.7,706331.7
332849,252000,252000,252000
803588,207000,207000,207000
230743,0,0,131615.1
411740,0,0,448342.2
937207,0,0,431728.2
848833,0,0,245862
504245,0,825552,825552
734996,0,542433.6,542433.6
230134,0,0,1462826.46
816763,0,0,51979.21
322162,0,0,98532.77
321155,0,0,31615.92
613838,0,0,89294.77
869481,0,0,87130.33
384695,510632.1,510632.1,510632.1
983908,158095.8,158095.8,158095.8
111917,136350,136350,136350
176957,58761,58761,58761
470811,0,0,214473.6
352835,0,0,280565.98
481615,262417.5,262417.5,262417.5
906547,240500.7,240500.7,240500.7
748767,81900,81900,81900
389516,0,0,1523839.68
594771,0,0,14794.56
786732,0,0,6472.62
612028,0,0,233180.63
989756,0,0,932.72
699478,0,0,139908.38
415463,0,0,186544.5
351135,0,0,398768.03
496510,0,0,1707245.07
485677,217072.8,217072.8,217072.8
677003,82800,82800,82800
105608,0,0,558375.3
158676,0,0,120601.1
777817,0,0,24120.22
812774,0,0,120601.1
159089,0,0,24120.22
786677,0,0,120601.1
259373,0,0,4824.04
451475,0,0,5655.4
882753,0,0,61266.78
783377,0,0,99911.98
437430,0,0,9425.66
827369,0,0,514188.54
596250,0,0,18851.32
285886,0,0,1781913.2
458484,0,0,82962.76
486112,0,0,116756.58
101338,0,0,76347.84
232095,0,0,99911.98
342224,0,0,11310.79
886136,0,0,46007.58
903258,0,0,11310.79
520030,0,0,1555215.79
277195,0,0,35247.88
181268,0,0,9316.62
128861,0,1998000,1998000
502760,0,0,327935.76
848887,0,0,215590.64
548440,0,0,215590.64
201566,0,0,118426.59
744482,0,0,186160.77
390109,0,0,5584.82
511392,0,0,35370.55
408803,0,0,63294.66
411806,0,0,107973.24
344504,0,0,725180.14
433345,0,0,33667.92
272099,0,0,12945.24
163684,303846.3,303846.3,303846.3
719955,3600,3600,3600
876995,0,0,364316.04
743399,0,0,65650.86
595305,0,0,70274.16
910435,0,0,3698.64
131728,0,0,42534.36
372630,2393514,2393514,2393514
273180,0,0,272996.1
618362,0,0,158070.6
653880,0,0,55798.73
939368,0,0,69411.01
320372,0,0,22721.29
695248,0,0,1088.6
622358,0,0,290034.31
248006,0,0,40245.16
717616,0,0,38069.9
678182,0,0,165731.41
399488,0,0,247741.51
739362,0,0,39181.7
760498,0,0,30150.03
447188,0,0,30150.03
255060,0,0,3646799.94
964099,0,0,611724.85
853251,0,0,12009.68
280691,0,0,700527.12
436217,0,0,434599.2
137690,1145250,1145250,1145250
364869,364500,364500,364500
622931,149911.2,149911.2,149911.2
144721,0,0,886748.94
879044,0,0,12945.24
293936,0,0,42534.36
791778,0,0,53630.28
771997,0,0,682867.55
610413,0,0,196138.8
110834,0,0,433068.3
810838,0,0,383581.8
501151,0,0,225050.4
132290,0,0,393255.9
790532,5400,5400,5400
793536,54000,54000,54000
252450,3833100,3833100,3833100
390685,0,0,864261.45
263106,0,0,444451.15
222923,0,0,47731.23
478696,0,0,1984833.7
644404,0,0,13230000
936549,0,0,127630.04
726970,0,0,16902.49
637467,0,0,23809.98
506061,0,0,5359.1
405009,0,0,550153.38
797729,0,0,488174.18
342656,0,188169.3,188169.3
808248,0,0,12690000
586817,0,0,11520000
297047,0,0,5906.14
377880,0,0,5906.14
960034,0,0,15120000
556888,0,0,1610021.18
440763,0,1.8e+07,1.8e+07
827514,0,0,5747198.77
261396,0,0,806147.98
971391,0,0,518029.16
329887,0,0,1055960.56
790204,0,0,3938.02
593181,0,0,26255.36
567130,0,0,1369436.92
778905,0,0,45946.61
565101,0,0,6564.12
124465,0,0,78766.09
254681,0,0,394462.3
730075,0,0,206915.16
469022,0,0,133510.13
427994,0,0,591026.82
904768,0,0,149432.81
952446,0,0,81925.27
802386,0,0,108859.6
443430,0,0,112226.39
306353,0,0,78558.47
425957,38520,38520,38520
984289,0,0,481496.4
841525,0,0,4952.2
671320,0,0,7336.6
790892,0,0,2751.22
387385,0,0,4035.13
485814,0,0,2083511.25
803291,0,0,2759224.39
575869,0,0,2435498.73
274205,0,0,5817930.07
508824,0,0,3176607.79
176891,0,227632.5,227632.5
201277,0,0,551058.75
242745,0,0,891713.25
272543,0,0,137945.3
354967,0,0,374100.6
417685,0,450000,450000
216543,128468.7,128468.7,128468.7
547186,0,0,60316.93
766555,0,0,5622.76
340437,0,0,29647.3
960468,0,0,30669.62
578597,0,0,2555.8
316406,0,0,2453.57
730243,0,0,1022.32
340294,0,0,392619.23
348693,0,0,920.09
198785,0,0,33736.59
296809,0,0,4261184.27
466837,0,0,4123263.01
931973,0,0,748884.31
478208,0,0,1780690.52
327460,0,0,17626.12
755449,0,0,119767.26
246887,0,0,1396441
790477,202500,202500,202500
807314,0,0,718832.7
852868,0,0,234965.55
757484,0,0,287893.1
539258,0,0,51983.53
125300,0,0,51983.53
515247,0,0,103967.06
362625,0,0,62380.23
441367,0,0,36388.47
428148,0,0,201653.06
251047,0,0,561595.44
613819,0,0,519111.96
494107,0,0,11222.64
634777,0,0,11222.64
984559,0,0,336679.17
388907,0,0,1127875.23
444433,0,16803,16803
136473,0,16803,16803
928946,0,3384873,3384873
276598,0,0,4465811.25
957251,0,2061877.5,2061877.5
437315,0,3121159.5,3121159.5
880804,0,5400,5400
278989,0,14580,14580
223853,0,14850,14850
526575,0,900,900
914254,0,324450,324450
485361,0,324450,324450
689055,0,0,4520380.5
662290,0,0,310797.9
311286,0,0,33752.08
830307,0,0,23433.58
886048,0,0,5978.94
100316,0,0,112828.37
302424,0,0,10125.62
902058,0,0,27966.01
465430,0,0,35680.77
704037,0,0,94505.81
465920,0,0,17358.21
485918,0,0,75218.91
211655,0,0,51110.29
461546,0,0,2516.94
956939,0,0,1058.85
223206,0,0,29786.69
808184,0,0,21697.76
263920,0,0,86791.05
481056,0,0,3857.38
885148,0,0,8486.24
639151,0,0,109935.34
939684,0,0,38573.8
730817,0,0,148509.14
881633,0,0,591143.52
351383,0,0,831265.43
194298,0,0,3858.34
892232,0,0,3857.38
332022,0,0,55932.01
568246,0,0,99327.54
363008,0,0,14465.18
463483,0,0,95470.16
679828,0,0,70397.19
958563,0,0,39538.15
349028,0,0,3311903.58
483460,0,0,812609.53
267578,0,0,1823173.99
951972,0,0,503293.64
230094,0,0,1328829
107453,0,0,2069939.74
310848,0,0,407027.89
480667,0,0,740297.22
376972,0,0,381899.36
329020,0,0,40942.09
687753,0,0,13059.88
839888,0,0,256496.92
248834,581445,581445,581445
462344,0,0,235641.47
583299,0,10260000,10260000
460519,0,0,251921.42
733735,0,79083,79083
267190,0,83583,83583
